lat_long,n,core_ids,study_ids,num_studies
"29.417983, -90.91676",3,"CRMS0296_1, CRMS0296_2, CRMS0296_3",CRMS_Database,1
"29.417983, -90.94801",3,"CRMS0294_1, CRMS0294_2, CRMS0294_3",CRMS_Database,1
"29.417989, -89.697975",3,"CRMS0272_1, CRMS0272_2, CRMS0272_3",CRMS_Database,1
"29.41928, -90.94902",2,"0294_1, 0294_2",Piazza_et_al_2020,1
"29.42524, -91.073014",3,"CRMS0371_1, CRMS0371_2, CRMS0371_3",CRMS_Database,1
"29.432502, -90.854257",3,"CRMS0382_1, CRMS0382_2, CRMS0382_3",CRMS_Database,1
"29.432504, -90.354245",3,"CRMS0386_1, CRMS0386_2, CRMS0386_3",CRMS_Database,1
"29.4414, -89.9026",3,"3_1, 3_2, 3_3",Chambers_et_al_2019,1
"29.4417, -89.9013",3,"2_1, 2_2, 2_3",Chambers_et_al_2019,1
"29.443585, -89.899836",2,"Marsh_4_1, Marsh_4_2",White_et_al_2020,1
"29.4436, -89.8998",3,"1_1, 1_2, 1_3",Chambers_et_al_2019,1
"29.44597, -90.95681",2,"0294_H_1, 0294_H_2",Piazza_et_al_2020,1
"29.44657, -89.90633",3,"Estuary_1, Estuary_2, Estuary_3",White_et_al_2020,1
"29.446688, -89.905857",3,"Marsh_3_1, Marsh_3_2, Marsh_3_3",White_et_al_2020,1
"29.44679, -89.905927",3,"Marsh_2_1, Marsh_2_2, Marsh_2_3",White_et_al_2020,1
"29.446837, -89.905628",3,"Marsh_1_1, Marsh_1_2, Marsh_1_3",White_et_al_2020,1
"29.447016, -91.073014",3,"CRMS0327_1, CRMS0327_2, CRMS0327_3",CRMS_Database,1
"29.447019, -90.854257",3,"CRMS0381_1, CRMS0381_2, CRMS0381_3",CRMS_Database,1
"29.454277, -90.666753",3,"CRMS0392_1, CRMS0392_2, CRMS0392_3",CRMS_Database,1
"29.454296, -89.729925",3,"CRMS0173_1, CRMS0173_2, CRMS0173_3",CRMS_Database,1
"29.46, 34.97",2,"Al-Rousan_et_al_2005_8, Al-Rousan_et_al_2005_9",Al-Rousan_et_al_2005,1
"29.468786, -89.604221",3,"CRMS0129_1, CRMS0129_2, CRMS0129_3",CRMS_Database,1
"29.468787, -89.822978",3,"CRMS4529_1, CRMS4529_2, CRMS4529_3",CRMS_Database,1
"29.468792, -90.666753",3,"CRMS0390_1, CRMS0390_2, CRMS0390_3",CRMS_Database,1
"29.472612, -90.191569",3,"CRMS6303_1, CRMS6303_2, CRMS6303_3",CRMS_Database,1
"29.476048, -89.635472",3,"CRMS0119_1, CRMS0119_2, CRMS0119_3",CRMS_Database,1
"29.476048, -90.916759",3,"CRMS0409_1, CRMS0409_2, CRMS0409_3",CRMS_Database,1
"29.476049, -91.010511",3,"CRMS2881_1, CRMS2881_2, CRMS2881_3",CRMS_Database,1
"29.476050999999998, -89.947985",3,"CRMS0237_1, CRMS0237_2, CRMS0237_3",CRMS_Database,1
"29.476054, -90.479248",3,"CRMS0416_1, CRMS0416_2, CRMS0416_3",CRMS_Database,1
"29.483304, -91.041763",3,"CRMS0290_1, CRMS0290_2, CRMS0290_3",CRMS_Database,1
"29.483305, -91.104265",3,"CRMS0329_1, CRMS0329_2, CRMS0329_3",CRMS_Database,1
"29.490566, -89.791727",3,"CRMS0209_1, CRMS0209_2, CRMS0209_3",CRMS_Database,1
"29.490566, -91.323022",3,"CRMS0463_1, CRMS0463_2, CRMS0463_3",CRMS_Database,1
"29.490568, -90.510499",3,"CRMS0400_1, CRMS0400_2, CRMS0400_3",CRMS_Database,1
"29.49233, -90.36175",2,"0312_H_1, 0312_H_2",Piazza_et_al_2020,1
"29.497822, -90.94801",3,"CRMS0411_1, CRMS0411_2, CRMS0411_3",CRMS_Database,1
"29.497823, -91.823033",3,"CRMS0522_1, CRMS0522_2, CRMS0522_3",CRMS_Database,1
"29.497825, -89.916735",3,"CRMS0224_1, CRMS0224_2, CRMS0224_3",CRMS_Database,1
"29.497825, -90.010486",3,"CRMS0232_1, CRMS0232_2, CRMS0232_3",CRMS_Database,1
"29.497825, -90.04174",3,"CRMS4690_1, CRMS4690_2, CRMS4690_3",CRMS_Database,1
"29.497825, -91.854284",3,"CRMS0498_1, CRMS0498_2, CRMS0498_3",CRMS_Database,1
"29.497826, -90.104239",3,"CRMS3565_1, CRMS3565_2, CRMS3565_3",CRMS_Database,1
"29.497827, -89.760476",3,"CRMS0282_1, CRMS0282_2, CRMS0282_3",CRMS_Database,1
"29.497827, -90.447998",3,"CRMS2825_1, CRMS2825_2, CRMS2825_3",CRMS_Database,1
"29.501111, -91.480833",3,"W16-1, W16-2, W16-3",McClellan_et_al_2021,1
"29.50504, -90.38535",2,"0312_1, 0312_2",Piazza_et_al_2020,1
"29.50508, -91.041763",3,"CRMS2785_1, CRMS2785_2, CRMS2785_3",CRMS_Database,1
"29.505082, -91.229269",3,"CRMS0301_1, CRMS0301_2, CRMS0301_3",CRMS_Database,1
"29.505085, -90.385496",3,"CRMS0312_1, CRMS0312_2, CRMS0312_3",CRMS_Database,1
"29.512341, -89.885483",3,"CRMS0226_1, CRMS0226_2, CRMS0226_3",CRMS_Database,1
"29.512346, -89.697974",3,"CRMS0148_1, CRMS0148_2, CRMS0148_3",CRMS_Database,1
"29.512347, -89.791727",3,"CRMS3680_1, CRMS3680_2, CRMS3680_3",CRMS_Database,1
"29.5125, -91.465556",3,"W29-1, W29-2, W29-3",McClellan_et_al_2021,1
"29.519596, -91.385523",3,"CRMS0464_1, CRMS0464_2, CRMS0464_3",CRMS_Database,1
"29.519598, -90.916759",3,"CRMS2887_1, CRMS2887_2, CRMS2887_3",CRMS_Database,1
"29.519599, -90.010487",3,"CRMS0251_1, CRMS0251_2, CRMS0251_3",CRMS_Database,1
"29.526855, -89.822978",3,"CRMS0258_1, CRMS0258_2, CRMS0258_3",CRMS_Database,1
"29.526858, -91.448025",3,"CRMS0479_1, CRMS0479_2, CRMS0479_3",CRMS_Database,1
"29.52686, -90.260493",3,"CRMS0190_1, CRMS0190_2, CRMS0190_3",CRMS_Database,1
"29.52917, -91.90056",2,"MI_U1_impounded, MI_U1_natural",Bryant_and_Chabreck_1998,1
"29.53, 34.98",7,"Al-Rousan_et_al_2005_1, Al-Rousan_et_al_2005_2, Al-Rousan_et_al_2005_3, Al-Rousan_et_al_2005_4, Al-Rousan_et_al_2005_5, Al-Rousan_et_al_2005_6, Al-Rousan_et_al_2005_7",Al-Rousan_et_al_2005,1
"29.532222, -91.436111",3,"W41-1, W41-2, W41-3",McClellan_et_al_2021,1
"29.534114, -89.854229",3,"CRMS0260_1, CRMS0260_2, CRMS0260_3",CRMS_Database,1
"29.534116, -91.885535",3,"CRMS0504_1, CRMS0504_2, CRMS0504_3",CRMS_Database,1
"29.541374, -91.385523",3,"CRMS0465_1, CRMS0465_2, CRMS0465_3",CRMS_Database,1
"29.548629, -91.073014",3,"CRMS2862_1, CRMS2862_2, CRMS2862_3",CRMS_Database,1
"29.54863, -91.323021",3,"CRMS4014_1, CRMS4014_2, CRMS4014_3",CRMS_Database,1
"29.548632, -91.823033",3,"CRMS0524_1, CRMS0524_2, CRMS0524_3",CRMS_Database,1
"29.548633, -89.916734",3,"CRMS3617_1, CRMS3617_2, CRMS3617_3",CRMS_Database,1
"29.554167, -91.428333",3,"W60-1, W60-2, W60-3",McClellan_et_al_2021,1
"29.555893, -89.885483",3,"CRMS0263_1, CRMS0263_2, CRMS0263_3",CRMS_Database,1
"29.555893, -90.072988",3,"CRMS0253_1, CRMS0253_2, CRMS0253_3",CRMS_Database,1
"29.563147, -91.354272",3,"CRMS2568_1, CRMS2568_2, CRMS2568_3",CRMS_Database,1
"29.563147, -91.385523",3,"CRMS4016_1, CRMS4016_2, CRMS4016_3",CRMS_Database,1
"29.563149, -90.010486",3,"CRMS0225_1, CRMS0225_2, CRMS0225_3",CRMS_Database,1
"29.563149, -90.07299",3,"CRMS0220_1, CRMS0220_2, CRMS0220_3",CRMS_Database,1
"29.563149, -90.16674",3,"CRMS4218_1, CRMS4218_2, CRMS4218_3",CRMS_Database,1
"29.563152, -92.323047",3,"CRMS0633_1, CRMS0633_2, CRMS0633_3",CRMS_Database,1
"29.570406, -91.854284",3,"CRMS0499_1, CRMS0499_2, CRMS0499_3",CRMS_Database,1
"29.570411, -92.385549",3,"CRMS0632_1, CRMS0632_2, CRMS0632_3",CRMS_Database,1
"29.577665, -91.823033",3,"CRMS0523_1, CRMS0523_2, CRMS0523_3",CRMS_Database,1
"29.577665, -92.010539",3,"CRMS0530_1, CRMS0530_2, CRMS0530_3",CRMS_Database,1
"29.577666, -89.947985",3,"CRMS3601_1, CRMS3601_2, CRMS3601_3",CRMS_Database,1
"29.577674, -92.541806",3,"CRMS0600_1, CRMS0600_2, CRMS0600_3",CRMS_Database,1
"29.584919, -91.323021",3,"CRMS0461_1, CRMS0461_2, CRMS0461_3",CRMS_Database,1
"29.58492, -91.354272",3,"CRMS0482_1, CRMS0482_2, CRMS0482_3",CRMS_Database,1
"29.584921, -91.885535",3,"CRMS0520_1, CRMS0520_2, CRMS0520_3",CRMS_Database,1
"29.584925, -92.229294",3,"CRMS0507_1, CRMS0507_2, CRMS0507_3",CRMS_Database,1
"29.584925, -92.260545",3,"CRMS0536_1, CRMS0536_2, CRMS0536_3",CRMS_Database,1
"29.590083, -89.613383",2,"0147_H_1, 0147_H_2",Piazza_et_al_2020,1
"29.592188, -92.479302",3,"CRMS0576_1, CRMS0576_2, CRMS0576_3",CRMS_Database,1
"29.599437000000002, -91.541776",3,"CRMS0489_1, CRMS0489_2, CRMS0489_3",CRMS_Database,1
"29.599438, -91.916786",3,"CRMS0529_1, CRMS0529_2, CRMS0529_3",CRMS_Database,1
"29.599439, -90.072988",3,"CRMS0248_1, CRMS0248_2, CRMS0248_3",CRMS_Database,1
"29.59944, -90.104238",3,"CRMS0261_1, CRMS0261_2, CRMS0261_3",CRMS_Database,1
"29.606698, -91.353918",3,"CRMS6038_1, CRMS6038_2, CRMS6038_3",CRMS_Database,1
"29.606701, -92.323048",3,"CRMS0580_1, CRMS0580_2, CRMS0580_3",CRMS_Database,1
"29.606704, -92.635555",3,"CRMS0610_1, CRMS0610_2, CRMS0610_3",CRMS_Database,1
"29.606705, -92.666806",3,"CRMS0599_1, CRMS0599_2, CRMS0599_3",CRMS_Database,1
"29.606707, -92.635553",2,"0610_1, 0610_2",Piazza_et_al_2020,1
"29.60745, -92.53976",2,"RFL_U15_impounded, RFL_U15_natural",Bryant_and_Chabreck_1998,1
"29.613953, -91.322781",3,"CRMS4938_1, CRMS4938_2, CRMS4938_3",CRMS_Database,1
"29.615303, -92.614936",2,"0610_H_1, 0610_H_2",Piazza_et_al_2020,1
"29.616212, -92.041126",3,"CRMS0541_1, CRMS0541_2, CRMS0541_3",CRMS_Database,1
"29.621209, -91.039661",3,"CRMS5035_1, CRMS5035_2, CRMS5035_3",CRMS_Database,1
"29.621215, -89.791725",3,"CRMS0136_1, CRMS0136_2, CRMS0136_3",CRMS_Database,1
"29.621215, -89.947984",3,"CRMS0276_1, CRMS0276_2, CRMS0276_3",CRMS_Database,1
"29.621218, -91.290914",3,"CRMS5003_1, CRMS5003_2, CRMS5003_3",CRMS_Database,1
"29.628477, -91.47873",3,"CRMS6008_1, CRMS6008_2, CRMS6008_3",CRMS_Database,1
"29.631903, -91.544",3,"CRMS0496_1, CRMS0496_2, CRMS0496_3",CRMS_Database,1
"29.635732, -91.259398",3,"CRMS4900_1, CRMS4900_2, CRMS4900_3",CRMS_Database,1
"29.635734, -92.260545",3,"CRMS0501_1, CRMS0501_2, CRMS0501_3",CRMS_Database,1
"29.635735, -92.479302",3,"CRMS1965_1, CRMS1965_2, CRMS1965_3",CRMS_Database,1
"29.635735, -92.510553",3,"CRMS0623_1, CRMS0623_2, CRMS0623_3",CRMS_Database,1
"29.635736, -91.353446",3,"CRMS6042_1, CRMS6042_2, CRMS6042_3",CRMS_Database,1
"29.635739, -91.415752",3,"CRMS4808_1, CRMS4808_2, CRMS4808_3",CRMS_Database,1
"29.635739, -92.604304",3,"CRMS0609_1, CRMS0609_2, CRMS0609_3",CRMS_Database,1
"29.642986, -91.573027",3,"CRMS0517_1, CRMS0517_2, CRMS0517_3",CRMS_Database,1
"29.642989, -92.166793",3,"CRMS0535_1, CRMS0535_2, CRMS0535_3",CRMS_Database,1
"29.642992, -92.229294",3,"CRMS0508_1, CRMS0508_2, CRMS0508_3",CRMS_Database,1
"29.642993, -91.447356",3,"CRMS4779_1, CRMS4779_2, CRMS4779_3",CRMS_Database,1
"29.645, -92.57278",2,"RFL_U14_impounded, RFL_U14_natural",Bryant_and_Chabreck_1998,1
"29.650259, -91.415525",3,"CRMS4809_1, CRMS4809_2, CRMS4809_3",CRMS_Database,1
"29.657504, -90.041736",3,"CRMS4103_1, CRMS4103_2, CRMS4103_3",CRMS_Database,1
"29.664762, -89.604219",3,"CRMS0147_1, CRMS0147_2, CRMS0147_3",CRMS_Database,1
"29.664762, -89.885481",3,"CRMS0132_1, CRMS0132_2, CRMS0132_3",CRMS_Database,1
"29.66477, -92.729306",3,"CRMS0581_1, CRMS0581_2, CRMS0581_3",CRMS_Database,1
"29.664770999999998, -92.823058",3,"CRMS0589_1, CRMS0589_2, CRMS0589_3",CRMS_Database,1
"29.664772, -91.447022",3,"CRMS4782_1, CRMS4782_2, CRMS4782_3",CRMS_Database,1
"29.665667, -89.604183",2,"0147_1, 0147_2",Piazza_et_al_2020,1
"29.67202, -90.135489",3,"CRMS4245_1, CRMS4245_2, CRMS4245_3",CRMS_Database,1
"29.672031, -92.666805",3,"CRMS0608_1, CRMS0608_2, CRMS0608_3",CRMS_Database,1
"29.679275, -91.510525",3,"CRMS0490_1, CRMS0490_2, CRMS0490_3",CRMS_Database,1
"29.679287, -92.823058",3,"CRMS0615_1, CRMS0615_2, CRMS0615_3",CRMS_Database,1
"29.686537, -90.010486",3,"CRMS0287_1, CRMS0287_2, CRMS0287_3",CRMS_Database,1
"29.686537, -91.573027",3,"CRMS0544_1, CRMS0544_2, CRMS0544_3",CRMS_Database,1
"29.686541, -89.760473",3,"CRMS0135_1, CRMS0135_2, CRMS0135_3",CRMS_Database,1
"29.686541, -92.260545",3,"CRMS0619_1, CRMS0619_2, CRMS0619_3",CRMS_Database,1
"29.68655, -89.760467",2,"0135_1, 0135_2",Piazza_et_al_2020,1
"29.692516, -89.885524",3,"CRMS0131_1, CRMS0131_2, CRMS0131_3",CRMS_Database,1
"29.693791, -89.822975",3,"CRMS0121_1, CRMS0121_2, CRMS0121_3",CRMS_Database,1
"29.701051, -91.541776",3,"CRMS0551_1, CRMS0551_2, CRMS0551_3",CRMS_Database,1
"29.705633, -89.718467",2,"0135_H_1, 0135_H_2",Piazza_et_al_2020,1
"29.708308, -91.541776",3,"CRMS0488_1, CRMS0488_2, CRMS0488_3",CRMS_Database,1
"29.708309, -91.854284",3,"CRMS0527_1, CRMS0527_2, CRMS0527_3",CRMS_Database,1
"29.708312, -92.291796",3,"CRMS0571_1, CRMS0571_2, CRMS0571_3",CRMS_Database,1
"29.715569, -91.604277",3,"CRMS0545_1, CRMS0545_2, CRMS0545_3",CRMS_Database,1
"29.717501, -90.149008",3,"CRMS3985_1, CRMS3985_2, CRMS3985_3",CRMS_Database,1
"29.73008, -89.729222",3,"CRMS0146_1, CRMS0146_2, CRMS0146_3",CRMS_Database,1
"29.730087, -92.260545",3,"CRMS0616_1, CRMS0616_2, CRMS0616_3",CRMS_Database,1
"29.737347, -92.260545",3,"CRMS0618_1, CRMS0618_2, CRMS0618_3",CRMS_Database,1
"29.737355, -92.885559",3,"CRMS0614_1, CRMS0614_2, CRMS0614_3",CRMS_Database,1
"29.744598, -91.791782",3,"CRMS0494_1, CRMS0494_2, CRMS0494_3",CRMS_Database,1
"29.751857, -91.760531",3,"CRMS0493_1, CRMS0493_2, CRMS0493_3",CRMS_Database,1
"29.751859, -91.635528",3,"CRMS0543_1, CRMS0543_2, CRMS0543_3",CRMS_Database,1
"29.759117, -89.916732",3,"CRMS0114_1, CRMS0114_2, CRMS0114_3",CRMS_Database,1
"29.766374, -91.69803",3,"CRMS0550_1, CRMS0550_2, CRMS0550_3",CRMS_Database,1
"29.766375, -89.979233",3,"CRMS0125_1, CRMS0125_2, CRMS0125_3",CRMS_Database,1
"29.766379, -92.166792",3,"CRMS2041_1, CRMS2041_2, CRMS2041_3",CRMS_Database,1
"29.766389, -93.604322",3,"CRMS2219_1, CRMS2219_2, CRMS2219_3",CRMS_Database,1
"29.773641, -92.823057",3,"CRMS0588_1, CRMS0588_2, CRMS0588_3",CRMS_Database,1
"29.773647, -93.510571",3,"CRMS0680_1, CRMS0680_2, CRMS0680_3",CRMS_Database,1
"29.780891, -89.916731",3,"CRMS0115_1, CRMS0115_2, CRMS0115_3",CRMS_Database,1
"29.780903, -93.698074",3,"CRMS1838_1, CRMS1838_2, CRMS1838_3",CRMS_Database,1
"29.79541, -90.60425",4,"0268_1, 0268_2, 0268_H_1, 0268_H_2",Piazza_et_al_2020,1
"29.795411, -92.135541",3,"CRMS0552_1, CRMS0552_2, CRMS0552_3",CRMS_Database,1
"29.795418, -92.854309",3,"CRMS0584_1, CRMS0584_2, CRMS0584_3",CRMS_Database,1
"29.79542, -92.91681",3,"CRMS0587_1, CRMS0587_2, CRMS0587_3",CRMS_Database,1
"29.795421, -93.416819",3,"CRMS0655_1, CRMS0655_2, CRMS0655_3",CRMS_Database,1
"29.80267, -90.32299",4,"0219_1, 0219_2, 0219_H_1, 0219_H_2",Piazza_et_al_2020,1
"29.809923, -89.916732",3,"CRMS0117_1, CRMS0117_2, CRMS0117_3",CRMS_Database,1
"29.809923, -92.041788",3,"CRMS1650_1, CRMS1650_2, CRMS1650_3",CRMS_Database,1
"29.809934, -92.979312",3,"CRMS0622_1, CRMS0622_2, CRMS0622_3",CRMS_Database,1
"29.817194, -93.823078",3,"CRMS0684_1, CRMS0684_2, CRMS0684_3",CRMS_Database,1
"29.824436, -89.572966",3,"CRMS4557_1, CRMS4557_2, CRMS4557_3",CRMS_Database,1
"29.82444, -91.948035",3,"CRMS0532_1, CRMS0532_2, CRMS0532_3",CRMS_Database,1
"29.82445, -92.4793",4,"1277_1, 1277_2, 1277_H_1, 1277_H_2",Piazza_et_al_2020,1
"29.824453, -93.573072",3,"CRMS0682_1, CRMS0682_2, CRMS0682_3",CRMS_Database,1
"29.831698, -89.947982",3,"CRMS0128_1, CRMS0128_2, CRMS0128_3",CRMS_Database,1
"29.831698, -91.854284",3,"CRMS0549_1, CRMS0549_2, CRMS0549_3",CRMS_Database,1
"29.8317, -89.947983",2,"0128_1, 0128_2",Piazza_et_al_2020,1
"29.831711, -93.291817",3,"CRMS0644_1, CRMS0644_2, CRMS0644_3",CRMS_Database,1
"29.831712, -93.41682",3,"CRMS0672_1, CRMS0672_2, CRMS0672_3",CRMS_Database,1
"29.831714, -93.416818",2,"0672_1, 0672_2",Piazza_et_al_2020,1
"29.833426, -93.409073",2,"0672_H_1, 0672_H_2",Piazza_et_al_2020,1
"29.835167, -89.930067",2,"0128_H_1, 0128_H_2",Piazza_et_al_2020,1
"29.838956, -89.666719",3,"CRMS3800_1, CRMS3800_2, CRMS3800_3",CRMS_Database,1
"29.838956, -89.822974",3,"CRMS4355_1, CRMS4355_2, CRMS4355_3",CRMS_Database,1
"29.838967, -93.166816",3,"CRMS0648_1, CRMS0648_2, CRMS0648_3",CRMS_Database,1
"29.83897, -93.510571",3,"CRMS1858_1, CRMS1858_2, CRMS1858_3",CRMS_Database,1
"29.846216, -89.854225",3,"CRMS0120_1, CRMS0120_2, CRMS0120_3",CRMS_Database,1
"29.846225, -93.198066",3,"CRMS0645_1, CRMS0645_2, CRMS0645_3",CRMS_Database,1
"29.846225, -93.698075",3,"CRMS2154_1, CRMS2154_2, CRMS2154_3",CRMS_Database,1
"29.846227, -93.635574",3,"CRMS0661_1, CRMS0661_2, CRMS0661_3",CRMS_Database,1
"29.846228, -93.479321",3,"CRMS0647_1, CRMS0647_2, CRMS0647_3",CRMS_Database,1
"29.853473, -91.823032",3,"CRMS0514_1, CRMS0514_2, CRMS0514_3",CRMS_Database,1
"29.853473, -91.948036",3,"CRMS0531_1, CRMS0531_2, CRMS0531_3",CRMS_Database,1
"29.853475, -89.604217",3,"CRMS4551_1, CRMS4551_2, CRMS4551_3",CRMS_Database,1
"29.853485, -93.229316",3,"CRMS1738_1, CRMS1738_2, CRMS1738_3",CRMS_Database,1
"29.853486, -93.541822",3,"CRMS0677_1, CRMS0677_2, CRMS0677_3",CRMS_Database,1
"29.860735, -89.666718",3,"CRMS4548_1, CRMS4548_2, CRMS4548_3",CRMS_Database,1
"29.86074, -92.91682",4,"0605_1, 0605_2, 0605_H_1, 0605_H_2",Piazza_et_al_2020,1
"29.867997, -93.010565",3,"CRMS1409_1, CRMS1409_2, CRMS1409_3",CRMS_Database,1
"29.868, -85.366",4,"Lewis_et_al_2007_10, Lewis_et_al_2007_11, Lewis_et_al_2007_23, Lewis_et_al_2007_24",Lewis_et_al_2007,1
"29.868002, -93.479321",3,"CRMS0642_1, CRMS0642_2, CRMS0642_3",CRMS_Database,1
"29.868002, -93.510571",3,"CRMS0638_1, CRMS0638_2, CRMS0638_3",CRMS_Database,1
"29.874734, -89.378759",3,"CRMS1024_1, CRMS1024_2, CRMS1024_3",CRMS_Database,1
"29.875, -93.54167",2,"S_NWR_U3_impounded, S_NWR_U3_natural",Bryant_and_Chabreck_1998,1
"29.87525, -93.698083",2,"2156_1, 2156_2",Piazza_et_al_2020,1
"29.875257, -93.698076",3,"CRMS2156_1, CRMS2156_2, CRMS2156_3",CRMS_Database,1
"29.875258, -93.166816",3,"CRMS2418_1, CRMS2418_2, CRMS2418_3",CRMS_Database,1
"29.875261, -93.573073",3,"CRMS1205_1, CRMS1205_2, CRMS1205_3",CRMS_Database,1
"29.882515, -93.729327",3,"CRMS0669_1, CRMS0669_2, CRMS0669_3",CRMS_Database,1
"29.882516, -93.510571",3,"CRMS2334_1, CRMS2334_2, CRMS2334_3",CRMS_Database,1
"29.882517, -93.729333",2,"0669_1, 0669_2",Piazza_et_al_2020,1
"29.889762, -91.979286",3,"CRMS0511_1, CRMS0511_2, CRMS0511_3",CRMS_Database,1
"29.889774, -93.479321",3,"CRMS0639_1, CRMS0639_2, CRMS0639_3",CRMS_Database,1
"29.889774, -93.666826",3,"CRMS0683_1, CRMS0683_2, CRMS0683_3",CRMS_Database,1
"29.889775, -93.229317",3,"CRMS1743_1, CRMS1743_2, CRMS1743_3",CRMS_Database,1
"29.889775, -93.385569",3,"CRMS0685_1, CRMS0685_2, CRMS0685_3",CRMS_Database,1
"29.897032, -93.510572",3,"CRMS0641_1, CRMS0641_2, CRMS0641_3",CRMS_Database,1
"29.904273, -89.854224",3,"CRMS3639_1, CRMS3639_2, CRMS3639_3",CRMS_Database,1
"29.918794, -89.854224",3,"CRMS3641_1, CRMS3641_2, CRMS3641_3",CRMS_Database,1
"29.918807, -93.135567",3,"CRMS0650_1, CRMS0650_2, CRMS0650_3",CRMS_Database,1
"29.918808, -93.479321",3,"CRMS0635_1, CRMS0635_2, CRMS0635_3",CRMS_Database,1
"29.918808, -93.666826",3,"CRMS0660_1, CRMS0660_2, CRMS0660_3",CRMS_Database,1
"29.918889, -93.346667",3,"S33-1, S33-2, S33-3",McClellan_et_al_2021,1
"29.926064, -93.760579",3,"CRMS2189_1, CRMS2189_2, CRMS2189_3",CRMS_Database,1
"29.926944, -93.438056",3,"S50-1A, S50-2A, S50-3A",McClellan_et_al_2021,1
"29.937778, -93.400833",3,"S06-1, S06-2, S06-3",McClellan_et_al_2021,1
"29.940583, -93.354319",3,"CRMS0687_1, CRMS0687_2, CRMS0687_3",CRMS_Database,1
"29.944167, -93.439167",3,"S50-4B, S50-5B, S50-6B",McClellan_et_al_2021,1
"29.945952, -93.524266",2,"0651_H_1, 0651_H_2",Piazza_et_al_2020,1
"29.946667, -93.410833",3,"S01-1, S01-2, S01-3",McClellan_et_al_2021,1
"29.955055, -89.415928",3,"CRMS0108_1, CRMS0108_2, CRMS0108_3",CRMS_Database,1
"29.96036, -93.40959",3,"CRMS6301_1, CRMS6301_2, CRMS6301_3",CRMS_Database,1
"29.961667, -93.413056",3,"S14-1, S14-2, S14-3",McClellan_et_al_2021,1
"29.96235, -93.510567",2,"0651_1, 0651_2",Piazza_et_al_2020,1
"29.962356, -93.510572",3,"CRMS0651_1, CRMS0651_2, CRMS0651_3",CRMS_Database,1
"29.962356, -93.698078",3,"CRMS0665_1, CRMS0665_2, CRMS0665_3",CRMS_Database,1
"29.98139, -89.92417",2,"SB1a, SB1c",Markewich_et_al_1998,1
"29.984129, -93.698079",3,"CRMS2166_1, CRMS2166_2, CRMS2166_3",CRMS_Database,1
"30.013162, -93.698079",3,"CRMS0663_1, CRMS0663_2, CRMS0663_3",CRMS_Database,1
"30.020421, -93.260568",3,"CRMS0656_1, CRMS0656_2, CRMS0656_3",CRMS_Database,1
"30.034938, -93.698079",3,"CRMS0662_1, CRMS0662_2, CRMS0662_3",CRMS_Database,1
"30.036237, -90.340734",3,"CRMS2830_1, CRMS2830_2, CRMS2830_3",CRMS_Database,1
"30.048498, -89.218259",3,"CRMS1069_1, CRMS1069_2, CRMS1069_3",CRMS_Database,1
"30.050593, -90.351418",3,"CRMS6299_1, CRMS6299_2, CRMS6299_3",CRMS_Database,1
"30.056701, -89.447958",3,"CRMS4596_1, CRMS4596_2, CRMS4596_3",CRMS_Database,1
"30.056701, -89.479209",3,"CRMS4572_1, CRMS4572_2, CRMS4572_3",CRMS_Database,1
"30.056701, -89.854224",3,"CRMS4107_1, CRMS4107_2, CRMS4107_3",CRMS_Database,1
"30.056702, -89.822973",3,"CRMS3650_1, CRMS3650_2, CRMS3650_3",CRMS_Database,1
"30.056711, -93.604326",3,"CRMS0658_1, CRMS0658_2, CRMS0658_3",CRMS_Database,1
"30.06418, -93.666988",3,"CRMS0697_1, CRMS0697_2, CRMS0697_3",CRMS_Database,1
"30.081, -85.494",2,"Lewis_et_al_2007_22, Lewis_et_al_2007_9",Lewis_et_al_2007,1
"30.094, -85.664",2,"Grady_1981_4, Grady_1981_9",Grady_1981,1
"30.099365, -89.252743",3,"CRMS0003_1, CRMS0003_2, CRMS0003_3",CRMS_Database,1
"30.100249, -89.791722",3,"CRMS0002_1, CRMS0002_2, CRMS0002_3",CRMS_Database,1
"30.107509, -89.854225",3,"CRMS3626_1, CRMS3626_2, CRMS3626_3",CRMS_Database,1
"30.128, -85.621",2,"Grady_1981_1, Grady_1981_6",Grady_1981,1
"30.137, -85.692",2,"Grady_1981_3, Grady_1981_8",Grady_1981,1
"30.14, -85.64",2,"Grady_1981_10, Grady_1981_5",Grady_1981,1
"30.158318, -89.666718",3,"CRMS3784_1, CRMS3784_2, CRMS3784_3",CRMS_Database,1
"30.167, -85.726",2,"Grady_1981_2, Grady_1981_7",Grady_1981,1
"30.201866, -89.666718",3,"CRMS4110_1, CRMS4110_2, CRMS4110_3",CRMS_Database,1
"30.201866, -89.72922",3,"CRMS4406_1, CRMS4406_2, CRMS4406_3",CRMS_Database,1
"30.223636, -89.729221",3,"CRMS4407_1, CRMS4407_2, CRMS4407_3",CRMS_Database,1
"30.259925, -89.885477",3,"CRMS3667_1, CRMS3667_2, CRMS3667_3",CRMS_Database,1
"30.259927, -89.979232",3,"CRMS0006_1, CRMS0006_2, CRMS0006_3",CRMS_Database,1
"30.26178475, -87.7289122",2,"NWCA11-1002-2812, NWCA11-1002-3473",Nahlik_and_Fennessy_2016,1
"30.26712, -89.664758",3,"CRMS0035_1, CRMS0035_2, CRMS0035_3",CRMS_Database,1
